Department Name,Course Code,Course Title,Prerequisites,Theoritical,Practical,Course Credits,ECTS
Industrial Engineering Department (in Turkish),EM 446,Üretim Planlama ve Kontrol,Senior standing and GPA at least 2.00,2,2,3,5
Industrial Engineering Department (in Turkish),EM 451,Project Management,Senior standing and GPA at least 2.00,2,2,3,5
Industrial Engineering Department (in Turkish),MDB 497,Bitirme Projesi I,Senior standing and GPA at least 2.00,1,2,2,10
Industrial Engineering Department (in Turkish),MDB 498,Bitirme Projesi II,"Senior standing and GPA at least 2.00, MDB 497",1,2,2,10
Computer Science and Engineering Department,ENGR 101,Introduction to Programming,,2,2,3,5
Computer Science and Engineering Department,ENGR 105,Introduction to Engineering,,0,2,1,2
Computer Science and Engineering Department,LIFE 101,Life Sciences I - Chemistry,,3,0,3,5
Computer Science and Engineering Department,MATH 103,Calculus I - Differential,,3,2,4,6
Computer Science and Engineering Department,PHYS 103,Physics I - Mechanics and Dynamics,,3,2,4,6
Computer Science and Engineering Department,PHYS 103L,Physics I - Lab,,0,2,1,1
Computer Science and Engineering Department,UNI 111,Critical Reading and Writing in Turkish I,,3,0,3,5
Computer Science and Engineering Department,ENGR 100,Computer Skills,,0,0,1,2
Computer Science and Engineering Department,ENGR 102,Programming Practice,ENGR 101,2,2,3,5
Computer Science and Engineering Department,LIFE 102,Life Sciences II - Biology,,3,0,3,5
Computer Science and Engineering Department,MATH 104,Calculus II - Integral,MATH 103,3,2,4,6
Computer Science and Engineering Department,PHYS 104,Physics II - Electromagnetics and Modern Physics,,3,2,4,6
Computer Science and Engineering Department,PHYS 104L,Physics II - Lab,,0,2,1,1
Computer Science and Engineering Department,UNI 100,Exploring İstanbul,,2,2,3,5
Computer Science and Engineering Department,UNI 112,Critical Reading and Writing in Turkish II,,3,0,3,5
Computer Science and Engineering Department,CS 201,Data Structures and Algorithms,"ENGR 101, MATH 104",3,0,3,5
Computer Science and Engineering Department,EECS 201,System Design Fundamentals,"Pre-requisite (ENGR 100 or CS 100), ENGR 105",3,2,4,6
Computer Science and Engineering Department,EECS 241,Discrete Mathematics,MATH 103,3,0,3,4
Computer Science and Engineering Department,ENGR 251,Probability for Engineers,"MATH 104, ENGR 105",2,2,3,5
Computer Science and Engineering Department,MATH 205,Linear Algebra,MATH 103,2,2,3,5
Computer Science and Engineering Department,CS 200,Summer Practice,,0,0,0,5
Computer Science and Engineering Department,CS 202,Advanced Algorithms,CS 201,3,0,3,5
Computer Science and Engineering Department,CS 240,Exploratory Data Analysis,"Pre-requisite (ENGR 100 or CS 100), ENGR 251, ENGR 105",3,0,3,4
Computer Science and Engineering Department,EECS 202,Basic Digital Communication with Networking,"Pre-requisite (ENGR 100 or CS 100), Pre-requisite (ENGR 100 or CS 100), ENGR 105",3,2,4,6
Computer Science and Engineering Department,EECS 218,Digital Logic Design,,3,0,3,5
Computer Science and Engineering Department,CS 351,Computer Architecture,EECS 218,3,0,3,5
Computer Science and Engineering Department,CS 361,Software,ENGR 102,3,0,3,5
Computer Science and Engineering Department,CS 381,Object Oriented Programming,ENGR 102,3,0,3,5
Computer Science and Engineering Department,UNI 123,Textual Analysis and Effective Communication,,3,0,3,5
Computer Science and Engineering Department,CS 300,Summer Practice,,0,0,0,5
Computer Science and Engineering Department,CS 340,Computer Systems,ENGR 102,3,0,3,5
Computer Science and Engineering Department,CS 350,Database Systems,ENGR 102,3,0,3,5
Computer Science and Engineering Department,CS 352,Operating Systems,ENGR 102,3,0,3,5
Computer Science and Engineering Department,CS 364,Computer Networks,,3,0,3,5
Computer Science and Engineering Department,UNI 124,Textual Analysis and Academic Writing,successfully complete one of the UNI 113 or UNI 123 courses,3,0,3,5
Computer Science and Engineering Department,ENGR 497,Global Design Project I Analysis,At Least Success 90 Crh,1,2,2,10
Computer Science and Engineering Department,UNI 201,Formations of Modern Turkey I,,3,0,3,5
Computer Science and Engineering Department,ENGR 498,Global Design Project II Synthesis,"At Least Success 90 Crh, ENGR 497",1,2,2,10
Computer Science and Engineering Department,UNI 202,Formations of Modern Turkey II,,3,0,3,5
Civil Engineering Department,ENGR 101,Introduction to Programming,,2,2,3,5
Civil Engineering Department,ENGR 105,Introduction to Engineering,,0,2,1,2
Civil Engineering Department,LIFE 101,Life Sciences I - Chemistry,,3,0,3,5
Civil Engineering Department,MATH 103,Calculus I - Differential,,3,2,4,6
Civil Engineering Department,PHYS 103,Physics I - Mechanics and Dynamics,,3,2,4,6
Civil Engineering Department,PHYS 103L,Physics I - Lab,,0,2,1,1
Civil Engineering Department,UNI 111,Critical Reading and Writing in Turkish I,,3,0,3,5
Civil Engineering Department,ENGR 100,Computer Skills,,0,0,1,2
Civil Engineering Department,ENGR 102,Programming Practice,ENGR 101,2,2,3,5
Civil Engineering Department,LIFE 102,Life Sciences II - Biology,,3,0,3,5
Civil Engineering Department,MATH 104,Calculus II - Integral,MATH 103,3,2,4,6
Civil Engineering Department,PHYS 104,Physics II - Electromagnetics and Modern Physics,,3,2,4,6
Civil Engineering Department,PHYS 104L,Physics II - Lab,,0,2,1,1
Civil Engineering Department,UNI 100,Exploring İstanbul,,2,2,3,5
Civil Engineering Department,UNI 112,Critical Reading and Writing in Turkish II,,3,0,3,5
Civil Engineering Department,ENGR 204,Engineering Mechanics,MATH 103,3,0,3,5
Civil Engineering Department,ENGR 244,Engineering Materials,"PHYS 104, ENGR 100",3,0,3,5
Civil Engineering Department,ENGR 255,Probability and Statistics for Engineers,"MATH 104, ENGR 105",2,2,3,5
Civil Engineering Department,UNI 123,Textual Analysis and Effective Communication,,3,0,3,5
Civil Engineering Department,CE 200,Summer Practice,,3,0,0,5
Civil Engineering Department,ENGR 205,Statics and Strength of Materials,PHYS 103,2,2,3,5
Civil Engineering Department,ENGR 271,Construction Materials,,2,2,3,5
Civil Engineering Department,UNI 124,Textual Analysis and Academic Writing,successfully complete one of the UNI 113 or UNI 123 courses,3,0,3,5
Civil Engineering Department,CE 331,Structural Analysis,ENGR 205,2,2,3,5
Civil Engineering Department,CE 341,Earth Science,,2,2,3,5
Civil Engineering Department,CE 351,Fluid Mechanics,,2,2,3,5
Civil Engineering Department,UNI 201,Formations of Modern Turkey I,,3,0,3,5
Civil Engineering Department,CE 300,Summer Practice,,3,0,0,5
Civil Engineering Department,CE 332,Reinforced Concrete Structures,CE 331,2,2,3,5
Civil Engineering Department,CE 352,Hydraulics,CE 351,2,2,3,5
Civil Engineering Department,CE 441,Soil Mechanics,,2,2,3,5
Civil Engineering Department,UNI 202,Formations of Modern Turkey II,,3,0,3,5
Civil Engineering Department,CE 431,Steel Structures,CE 331,2,2,3,5
Civil Engineering Department,ENGR 497,Global Design Project I Analysis,At Least Success 90 Crh,1,2,2,10
Civil Engineering Department,ENGR 498,Global Design Project II Synthesis,"At Least Success 90 Crh, ENGR 497",1,2,2,10
Mechanical Engineering Department,ENGR 101,Introduction to Programming,,2,2,3,5
Mechanical Engineering Department,ENGR 105,Introduction to Engineering,,0,2,1,2
Mechanical Engineering Department,LIFE 101,Life Sciences I - Chemistry,,3,0,3,5
Mechanical Engineering Department,MATH 103,Calculus I - Differential,,3,2,4,6
Mechanical Engineering Department,PHYS 103,Physics I - Mechanics and Dynamics,,3,2,4,6
Mechanical Engineering Department,PHYS 103L,Physics I - Lab,,0,2,1,1
Mechanical Engineering Department,UNI 111,Critical Reading and Writing in Turkish I,,3,0,3,5
Mechanical Engineering Department,ENGR 100,Computer Skills,,0,0,1,2
Mechanical Engineering Department,ENGR 102,Programming Practice,ENGR 101,2,2,3,5
Mechanical Engineering Department,LIFE 102,Life Sciences II - Biology,,3,0,3,5
Mechanical Engineering Department,MATH 104,Calculus II - Integral,MATH 103,3,2,4,6
Mechanical Engineering Department,PHYS 104,Physics II - Electromagnetics and Modern Physics,,3,2,4,6
Mechanical Engineering Department,PHYS 104L,Physics II - Lab,,0,2,1,1
Mechanical Engineering Department,UNI 100,Exploring İstanbul,,2,2,3,5
Mechanical Engineering Department,UNI 112,Critical Reading and Writing in Turkish II,,3,0,3,5
Mechanical Engineering Department,ENGR 201,Technical Drawing,ENGR 105,2,2,3,5
Mechanical Engineering Department,ENGR 205,Statics and Strength of Materials,PHYS 103,2,2,3,5
Mechanical Engineering Department,ENGR 244,Engineering Materials,"PHYS 104, ENGR 100",3,0,3,5
Mechanical Engineering Department,MATH 206,Differential Equations,MATH 103,3,0,3,4
Mechanical Engineering Department,UNI 123,Textual Analysis and Effective Communication,,3,0,3,5
Mechanical Engineering Department,ENGR 246,Manufacturing Processes,ENGR 244,3,0,3,5
Mechanical Engineering Department,MATH 205,Linear Algebra,MATH 103,2,2,3,5
Mechanical Engineering Department,ME 200,Summer Practice,,0,0,0,5
Mechanical Engineering Department,ME 261,Thermodynamics,,2,2,3,5
Mechanical Engineering Department,UNI 124,Textual Analysis and Academic Writing,successfully complete one of the UNI 113 or UNI 123 courses,3,0,3,5
Mechanical Engineering Department,ME 331,Machine Design,ENGR 246,2,2,3,5
Mechanical Engineering Department,ME 352,Dynamics,ENGR 205,2,2,3,5
Mechanical Engineering Department,ME 361,Fluid Mechanics,ME 261,2,2,3,5
Mechanical Engineering Department,UNI 201,Formations of Modern Turkey I,,3,0,3,5
Mechanical Engineering Department,ENGR 255,Probability and Statistics for Engineers,"MATH 104, ENGR 105",2,2,3,5
Mechanical Engineering Department,IE 316,Engineering Economics,successfully complete one of the courses (ENGR 252 or MGT 206),2,2,3,5
Mechanical Engineering Department,ME 300,Summer Practice,,0,0,0,5
Mechanical Engineering Department,ME 321,System Dynamics and Control,MATH 206,0,0,3,0
Mechanical Engineering Department,ME 362,Heat Transfer,ME 361,2,2,3,5
Mechanical Engineering Department,UNI 202,Formations of Modern Turkey II,,3,0,3,5
Mechanical Engineering Department,ENGR 497,Global Design Project I Analysis,At Least Success 90 Crh,1,2,2,10
Mechanical Engineering Department,ME 401,Experimental Methods for ME,At Least Success 90 Crh,2,2,3,5
Mechanical Engineering Department,ENGR 498,Global Design Project II Synthesis,"At Least Success 90 Crh, ENGR 497",1,2,2,10
Mechanical Engineering Department,ME 441,Computer Aided Analysis,"At Least Success 90 Crh, ME 331",2,2,3,5
Management Department,ECON 201,Macroeconomics,,3,0,3,5
Management Department,MATH 100,Mathematics for Business,,3,0,4,6
Management Department,UNI 100,Exploring İstanbul,,2,2,3,5
Management Department,UNI 111,Critical Reading and Writing in Turkish I,,3,0,3,5
Management Department,UNI 117,Understanding Society and Culture,,3,0,3,5
Management Department,UNI 123,Textual Analysis and Effective Communication,,3,0,3,5
Management Department,ECON 202,Microeconomics,,3,0,3,5
Management Department,MATH 103,Calculus I - Differential,,3,2,4,6
Management Department,MGT 100,Introduction to Business,,3,0,3,3
Management Department,UNI 112,Critical Reading and Writing in Turkish II,,3,0,3,5
Management Department,UNI 118,Understanding Politics and Economy,,3,0,3,5
Management Department,UNI 124,Textual Analysis and Academic Writing,successfully complete one of the UNI 113 or UNI 123 courses,3,0,3,5
Management Department,LAW 231,Introduction to Law,,3,0,3,5
Management Department,MGT 203,Financial Accounting,,3,0,3,5
Management Department,MGT 205,Introduction to Statistics,,2,2,3,5
Management Department,MGT 207,Business Data Processing and Programming,,3,1,3,5
Management Department,UNI 201,Formations of Modern Turkey I,,3,0,3,5
Management Department,LAW 232,Business Law,,3,0,3,5
Management Department,MGT 202,Organizational Behavior,,3,0,3,5
Management Department,MGT 204,Managerial Accounting,,3,0,3,5
Management Department,MGT 206,Statistical Analysis,MGT 205,2,2,3,5
Management Department,UNI 202,Formations of Modern Turkey II,,3,0,3,5
Management Department,MGT 303,Financial Management,,3,0,3,5
Management Department,MGT 305,Marketing Management,,3,0,3,5
Management Department,MGT 309,Operations Management,,3,0,3,5
Management Department,UNI 221,World Civilizations and Global Encounters: Until 1300 CE,,3,0,3,5
Management Department,MGT 200,Internship I,,0,0,0,5
Management Department,MGT 304,Money and Banking,,3,0,3,5
Management Department,MGT 308,Organization Theory,,3,0,3,5
Management Department,MGT 332,Management Information Systems,,3,0,3,5
Management Department,UNI 222,World Civilizations and Global Encounters: Since 1300 CE,,3,0,3,5
Management Department,MGT 300,Internship II,,0,0,0,5
Management Department,MGT 401,Strategic Management,,3,2,4,7
Management Department,MGT 453,Business Intelligence and Marketing Analytics,,3,2,4,7
Management Department,MGT 436,Entrepreneurship,,3,0,3,6
International Trade and Management Department,ECON 201,Macroeconomics,,3,0,3,5
International Trade and Management Department,MATH 100,Mathematics for Business,,3,0,4,6
International Trade and Management Department,UNI 100,Exploring İstanbul,,2,2,3,5
International Trade and Management Department,UNI 111,Critical Reading and Writing in Turkish I,,3,0,3,5
International Trade and Management Department,UNI 117,Understanding Society and Culture,,3,0,3,5
International Trade and Management Department,UNI 123,Textual Analysis and Effective Communication,,3,0,3,5
International Trade and Management Department,ECON 202,Microeconomics,,3,0,3,5
International Trade and Management Department,MATH 103,Calculus I - Differential,,3,2,4,6
International Trade and Management Department,MGT 100,Introduction to Business,,3,0,3,3
International Trade and Management Department,UNI 112,Critical Reading and Writing in Turkish II,,3,0,3,5
International Trade and Management Department,UNI 118,Understanding Politics and Economy,,3,0,3,5
International Trade and Management Department,UNI 124,Textual Analysis and Academic Writing,successfully complete one of the UNI 113 or UNI 123 courses,3,0,3,5
International Trade and Management Department,LAW 231,Introduction to Law,,3,0,3,5
International Trade and Management Department,MGT 203,Financial Accounting,,3,0,3,5
International Trade and Management Department,MGT 205,Introduction to Statistics,,2,2,3,5
International Trade and Management Department,MGT 207,Business Data Processing and Programming,,3,1,3,5
International Trade and Management Department,UNI 201,Formations of Modern Turkey I,,3,0,3,5
International Trade and Management Department,LAW 232,Business Law,,3,0,3,5
International Trade and Management Department,MGT 202,Organizational Behavior,,3,0,3,5
International Trade and Management Department,MGT 204,Managerial Accounting,,3,0,3,5
International Trade and Management Department,MGT 206,Statistical Analysis,MGT 205,2,2,3,5
International Trade and Management Department,UNI 202,Formations of Modern Turkey II,,3,0,3,5
International Trade and Management Department,ITM 301,International Economics,"ECON 201, ECON 202",3,0,3,5
International Trade and Management Department,MGT 303,Financial Management,,3,0,3,5
International Trade and Management Department,MGT 305,Marketing Management,,3,0,3,5
International Trade and Management Department,MGT 309,Operations Management,,3,0,3,5
International Trade and Management Department,UNI 221,World Civilizations and Global Encounters: Until 1300 CE,,3,0,3,5
International Trade and Management Department,ITM 200,Internship I,,0,0,0,5
International Trade and Management Department,ITM 308,International Trade Operations,,3,0,3,5
International Trade and Management Department,ITM 310,Supply Chain Management,,3,0,3,5
International Trade and Management Department,ITM 312,International Finance,,3,0,3,5
International Trade and Management Department,UNI 222,World Civilizations and Global Encounters: Since 1300 CE,,3,0,3,5
International Trade and Management Department,ITM 401,International Business Management,,3,2,4,7
International Trade and Management Department,ITM 300,Internship II,,0,0,0,5
International Trade and Management Department,ITM 406,Global Business Strategy,,3,2,4,8
Entrepreneurship Department,EKON 201,Macroeconomics,,3,0,3,5
Entrepreneurship Department,UNIT 100,Exploring Istanbul,,2,2,3,5
Entrepreneurship Department,UNIT 111,Critical Reading and Writing in Turkish I,,3,0,3,5
Entrepreneurship Department,UNIT 117,Understanding Society and Culture,,3,0,3,5
Entrepreneurship Department,EKON 202,Microeconomics,,3,0,3,5
Entrepreneurship Department,GIR 100,Introduction To Business,,3,0,3,4
Entrepreneurship Department,UNIT 112,Critical Reading and Writing in Turkish II,,3,0,3,5
Entrepreneurship Department,UNIT 118,Understanding Politics and Economy,,3,0,3,5
Entrepreneurship Department,MAT 100,Mathematics for Business,,3,2,4,6
Entrepreneurship Department,GIR 203,Financial Accounting,,3,0,3,5
Entrepreneurship Department,GIR 205,Introduction To Statistics,,2,2,3,5
Entrepreneurship Department,UNIT 201,Formations of Modern Turkey I,,3,0,3,5
Entrepreneurship Department,SYS 207,Fundamentals of Law,,3,0,3,5
Entrepreneurship Department,GIR 204,Managerial Accounting,GIR 203,3,0,3,5
Entrepreneurship Department,GIR 206,Statistical Analysis,GIR 205,2,2,3,5
Entrepreneurship Department,UNIT 202,Formations of Modern Turkey II,,3,0,3,5
Entrepreneurship Department,GIR 303,Financial Management,,3,0,3,5
Entrepreneurship Department,GIR 305,Marketing Management,,3,0,3,5
Entrepreneurship Department,GIR 309,Operations Management,,3,0,3,5
Entrepreneurship Department,GIR 200,Internship I,,0,0,0,5
Entrepreneurship Department,YBS 202,Management Information Systems,,3,0,3,5
Entrepreneurship Department,YBS 303,E-Business Technologies and Management,,3,0,3,5
Entrepreneurship Department,GIR 300,Internship 2,,0,0,0,5
Entrepreneurship Department,YBS 451,Proje Yönetimi,,3,0,3,10
Management Information Systems Department,EKON 201,Makroekonomi,,3,0,3,5
Management Information Systems Department,UNIT 100,Exploring Istanbul,,2,2,3,5
Management Information Systems Department,UNIT 111,Critical Reading and Writing in Turkish I,,3,0,3,5
Management Information Systems Department,UNIT 117,Understanding Society and Culture,,3,0,3,5
Management Information Systems Department,MDB 101,Introduction to Programming,,2,2,3,5
Management Information Systems Department,EKON 202,Mikro Ekonomi,,3,0,3,5
Management Information Systems Department,GIR 100,Introduction To Business,,3,0,3,4
Management Information Systems Department,UNIT 112,Critical Reading and Writing in Turkish II,,3,0,3,5
Management Information Systems Department,MAT 100,İşletmeler için Matematik,,3,2,4,6
Management Information Systems Department,MDB 102,Programming Practice,MDB 101,2,2,3,5
Management Information Systems Department,GIR 203,Financial Accounting,,3,0,3,5
Management Information Systems Department,GIR 205,Introduction To Statistics,,2,2,3,5
Management Information Systems Department,UNIT 201,Formations of Modern Turkey I,,3,0,3,5
Management Information Systems Department,MAT 103,Calculus I - Differential,,3,2,4,6
Management Information Systems Department,SYS 207,Fundamentals of Law,,3,0,3,5
Management Information Systems Department,GIR 204,Managerial Accounting,GIR 203,3,0,3,5
Management Information Systems Department,GIR 206,Statistical Analysis,GIR 205,2,2,3,5
Management Information Systems Department,UNIT 202,Formations of Modern Turkey II,,3,0,3,5
Management Information Systems Department,UNIT 118,Understanding Politics and Economy,,3,0,3,5
Management Information Systems Department,YBS 202,Management Information Systems,,3,0,3,5
Management Information Systems Department,GIR 303,Financial Management,,3,0,3,5
Management Information Systems Department,GIR 305,Marketing Management,,3,0,3,5
Management Information Systems Department,GIR 309,Operations Management,,3,0,3,5
Management Information Systems Department,YBS 200,Staj I,,0,0,0,5
Management Information Systems Department,YBS 304,Business Analytics and Data Mining - I,,3,0,3,5
Management Information Systems Department,YBS 302,Database Management Systems,,3,0,3,5
Management Information Systems Department,YBS 303,E-Business Technologies and Management,,3,0,3,5
Management Information Systems Department,YBS 305,Business Analytics and Data Mining - II,YBS 304,3,2,4,7
Management Information Systems Department,YBS 300,Staj II,,0,0,0,5
Management Information Systems Department,YBS 451,Proje Yönetimi,,3,0,3,10
Economics Department,ECON 201,Macroeconomics,,3,0,3,5
Economics Department,MATH 100,Mathematics for Business,,3,0,4,6
Economics Department,UNI 100,Exploring İstanbul,,2,2,3,5
Economics Department,UNI 111,Critical Reading and Writing in Turkish I,,3,0,3,5
Economics Department,UNI 117,Understanding Society and Culture,,3,0,3,5
Economics Department,UNI 123,Textual Analysis and Effective Communication,,3,0,3,5
Economics Department,ECON 202,Microeconomics,,3,0,3,5
Economics Department,MATH 103,Calculus I - Differential,,3,2,4,6
Economics Department,MGT 100,Introduction to Business,,3,0,3,3
Economics Department,UNI 112,Critical Reading and Writing in Turkish II,,3,0,3,5
Economics Department,UNI 118,Understanding Politics and Economy,,3,0,3,5
Economics Department,UNI 124,Textual Analysis and Academic Writing,successfully complete one of the UNI 113 or UNI 123 courses,3,0,3,5
Economics Department,ECON 205,Intermediate Microeconomics,ECON 202,3,0,3,5
Economics Department,LAW 231,Introduction to Law,,3,0,3,5
Economics Department,MGT 203,Financial Accounting,,3,0,3,5
Economics Department,MGT 205,Introduction to Statistics,,2,2,3,5
Economics Department,MGT 207,Business Data Processing and Programming,,3,1,3,5
Economics Department,UNI 201,Formations of Modern Turkey I,,3,0,3,5
Economics Department,ECON 206,Intermediate Macroeconomics,ECON 201,3,0,3,5
Economics Department,MGT 206,Statistical Analysis,MGT 205,2,2,3,5
Economics Department,UNI 202,Formations of Modern Turkey II,,3,0,3,5
Economics Department,ECON 331,Econometrics,,3,0,3,5
Economics Department,ITM 301,International Economics,"ECON 201, ECON 202",3,0,3,5
Economics Department,UNI 221,World Civilizations and Global Encounters: Until 1300 CE,,3,0,3,5
Economics Department,ECON 300,Internship I,,0,0,0,5
Economics Department,ITM 312,International Finance,,3,0,3,5
Economics Department,MGT 304,Money and Banking,,3,0,3,5
Economics Department,UNI 222,World Civilizations and Global Encounters: Since 1300 CE,,3,0,3,5
Economics Department,ECON 400,Internship II,,0,0,0,5
Economics Department,ECON 403,Turkish Economy,,3,0,3,7
International Finance Department,ECON 201,Macroeconomics,,3,0,3,5
International Finance Department,MATH 100,Mathematics for Business,,3,0,4,6
International Finance Department,UNI 100,Exploring İstanbul,,2,2,3,5
International Finance Department,UNI 111,Critical Reading and Writing in Turkish I,,3,0,3,5
International Finance Department,UNI 117,Understanding Society and Culture,,3,0,3,5
International Finance Department,UNI 123,Textual Analysis and Effective Communication,,3,0,3,5
International Finance Department,ECON 202,Microeconomics,,3,0,3,5
International Finance Department,MATH 103,Calculus I - Differential,,3,2,4,6
International Finance Department,MGT 100,Introduction to Business,,3,0,3,3
International Finance Department,UNI 112,Critical Reading and Writing in Turkish II,,3,0,3,5
International Finance Department,UNI 118,Understanding Politics and Economy,,3,0,3,5
International Finance Department,UNI 124,Textual Analysis and Academic Writing,successfully complete one of the UNI 113 or UNI 123 courses,3,0,3,5
International Finance Department,ECON 206,Intermediate Macroeconomics,ECON 201,3,0,3,5
International Finance Department,LAW 231,Introduction to Law,,3,0,3,5
International Finance Department,MGT 203,Financial Accounting,,3,0,3,5
International Finance Department,MGT 205,Introduction to Statistics,,2,2,3,5
International Finance Department,MGT 207,Business Data Processing and Programming,,3,1,3,5
International Finance Department,UNI 201,Formations of Modern Turkey I,,3,0,3,5
International Finance Department,ECON 208,Advanced Macroeconomics,"ECON 201, ECON 202",3,0,3,5
International Finance Department,MGT 204,Managerial Accounting,,3,0,3,5
International Finance Department,MGT 206,Statistical Analysis,MGT 205,2,2,3,5
International Finance Department,UNI 202,Formations of Modern Turkey II,,3,0,3,5
International Finance Department,ECON 331,Econometrics,,3,0,3,5
International Finance Department,IF 301,Corporate Finance I,,3,0,3,5
International Finance Department,ITM 301,International Economics,"ECON 201, ECON 202",3,0,3,5
International Finance Department,MGT 305,Marketing Management,,3,0,3,5
International Finance Department,UNI 221,World Civilizations and Global Encounters: Until 1300 CE,,3,0,3,5
International Finance Department,IF 200,Internship I,,0,0,0,5
International Finance Department,IF 302,Corporate Finance II,,3,0,3,5
International Finance Department,IF 306,Investments,,3,0,3,5
International Finance Department,MGT 304,Money and Banking,,3,0,3,5
International Finance Department,UNI 222,World Civilizations and Global Encounters: Since 1300 CE,,3,0,3,5
International Finance Department,IF 300,Internship II,,0,0,0,5
International Finance Department,IF 401,Derivatives,,3,0,3,7
Cinema and Television Department (in English),UNI 100,Exploring İstanbul,,2,2,3,5
Cinema and Television Department (in English),UNI 111,Critical Reading and Writing in Turkish I,,3,0,3,5
Cinema and Television Department (in English),UNI 117,Understanding Society and Culture,,3,0,3,5
Cinema and Television Department (in English),UNI 123,Textual Analysis and Effective Communication,,3,0,3,5
Cinema and Television Department (in English),UNI 221,World Civilizations and Global Encounters: Until 1300 CE,,3,0,3,5
Cinema and Television Department (in English),UNI 112,Critical Reading and Writing in Turkish II,,3,0,3,5
Cinema and Television Department (in English),UNI 118,Understanding Politics and Economy,,3,0,3,5
Cinema and Television Department (in English),UNI 124,Textual Analysis and Academic Writing,successfully complete one of the UNI 113 or UNI 123 courses,3,0,3,5
Cinema and Television Department (in English),UNI 222,World Civilizations and Global Encounters: Since 1300 CE,,3,0,3,5
Cinema and Television Department (in English),CTV 201,Basic Photography,,2,2,3,5
Cinema and Television Department (in English),CTV 203,Art of Storytelling,,3,0,3,5
Cinema and Television Department (in English),CTV 205,Key Concepts in Moving Image Studies,,3,0,3,5
Cinema and Television Department (in English),CTV 207,Introduction to Media and Communication Studies,,3,0,3,5
Cinema and Television Department (in English),CTV 211,Introduction to Cinematography and Lighting,,2,2,3,5
Cinema and Television Department (in English),CTV 204,Screenwriting,,3,0,3,5
Cinema and Television Department (in English),CTV 206,History of Cinema,,3,0,3,5
Cinema and Television Department (in English),CTV 208,Sociology of Media,,3,0,3,5
Cinema and Television Department (in English),CTV 212,Editing,,2,1,3,5
Cinema and Television Department (in English),CTV 214,Film Sound,,2,1,3,5
Cinema and Television Department (in English),CTV 303,Film Theory and Aesthetics,,3,0,3,5
Cinema and Television Department (in English),CTV 307,Television Production,,2,2,3,10
Cinema and Television Department (in English),UNI 201,Formations of Modern Turkey I,,3,0,3,5
Cinema and Television Department (in English),CTV 306,Ethnography in/of Media,,2,2,3,5
Cinema and Television Department (in English),CTV 310,Film Production,,2,2,3,10
Cinema and Television Department (in English),UNI 202,Formations of Modern Turkey II,,3,0,3,5
Cinema and Television Department (in English),CTV 401,Graduation Project,,3,2,4,10
Cinema and Television Department (in English),CTV 403,Documentary Making,,2,2,3,10
Cinema and Television Department (in English),CTV 402,Senior Graduation Project,CTV 401,3,2,4,15
Cinema and Television Department (in English),CTV 404,World Cinema,,3,0,3,5
Public Relations and Advertising Department,UNIT 100,Exploring Istanbul,,2,2,3,5
Public Relations and Advertising Department,UNIT 111,Critical Reading and Writing in Turkish I,,3,0,3,5
Public Relations and Advertising Department,UNIT 117,Understanding Society and Culture,,3,0,3,5
Public Relations and Advertising Department,UNIT 221,World Civilizations and Global Encounters: Until 1300 CE,,3,0,3,5
Public Relations and Advertising Department,UNIT 112,Critical Reading and Writing in Turkish II,,3,0,3,5
Public Relations and Advertising Department,UNIT 118,Understanding Politics and Economy,,3,0,3,5
Public Relations and Advertising Department,UNIT 222,World Civilizations and Global Encounters: Since 1300 CE,,3,0,3,5
Public Relations and Advertising Department,HIL 201,Introduction to Public Relations,,3,0,3,7
Public Relations and Advertising Department,HIL 205,Creative Thinking,,3,0,3,8
Public Relations and Advertising Department,ILT 201,Communication and Media,,3,0,3,5
Public Relations and Advertising Department,HIL 202,Integrated Marketing Communication,,3,0,3,7
Public Relations and Advertising Department,HIL 206,Copywriting,,3,0,3,8
Public Relations and Advertising Department,ILT 202,Communication Theories,,3,0,3,5
Public Relations and Advertising Department,HIL 301,Corporate Communication,,2,2,3,7
Public Relations and Advertising Department,HIL 303,Public Relations Campaign,,3,0,3,7
Public Relations and Advertising Department,HIL 305,Public Relations and Social Media,,3,0,3,6
Public Relations and Advertising Department,UNIT 201,Formations of Modern Turkey I,,3,0,3,5
Public Relations and Advertising Department,HIL 302,Brand Management,,3,0,3,6
Public Relations and Advertising Department,HIL 304,Advertising Campaigns,,3,0,3,7
Public Relations and Advertising Department,HIL 306,Research Design,,3,0,3,7
Public Relations and Advertising Department,UNIT 202,Formations of Modern Turkey II,,3,0,3,5
Public Relations and Advertising Department,HIL 401,Senior Project,,3,2,4,10
Public Relations and Advertising Department,HIL 403,Media Planning,,2,2,3,5
Public Relations and Advertising Department,HIL 402,Senior Project Production,,3,2,4,10
Public Relations and Advertising Department,HIL 404,Consumer Behaviour,,3,0,3,5
New Media and Communication Department,UNIT 100,Exploring Istanbul,,2,2,3,5
New Media and Communication Department,UNIT 111,Critical Reading and Writing in Turkish I,,3,0,3,5
New Media and Communication Department,UNIT 117,Understanding Society and Culture,,3,0,3,5
New Media and Communication Department,UNIT 221,World Civilizations and Global Encounters: Until 1300 CE,,3,0,3,5
New Media and Communication Department,UNIT 112,Critical Reading and Writing in Turkish II,,3,0,3,5
New Media and Communication Department,UNIT 118,Understanding Politics and Economy,,3,0,3,5
